,2theta,multiplicity,indices,?
34,59.27954281288137,96.0,"[(6, 1, 2), (6, 1, -2), (6, -1, 2), (6, -1, -2), (6, -2, 1), (6, -2, -1), (5, 4, 0), (5, 0, 4), (5, 0, -4), (5, -4, 0), (4, 5, 0), (4, 4, 3), (4, 4, -3), (4, 3, 4), (4, 3, -4), (4, 0, 5), (4, 0, -5), (4, -3, 4), (4, -3, -4), (4, -4, 3), (4, -4, -3), (4, -5, 0), (3, 4, 4), (3, 4, -4), (3, -4, 4), (3, -4, -4), (2, 1, 6), (2, -1, 6), (2, -1, -6), (1, 6, 2), (1, 6, -2), (1, 2, 6), (1, -2, -6), (1, -6, 2), (1, -6, -2), (0, 5, 4), (0, 5, -4), (0, 4, 5), (0, 4, -5), (0, -4, 5), (0, -4, -5), (0, -5, 4), (0, -5, -4), (-1, 6, 2), (-1, 6, -2), (-1, 2, 6), (-1, -2, -6), (-1, -6, 2), (-1, -6, -2), (-2, 1, 6), (-2, 1, -6), (-2, -1, -6), (-3, 4, 4), (-3, 4, -4), (-3, -4, 4), (-3, -4, -4), (-4, 5, 0), (-4, 4, 3), (-4, 4, -3), (-4, 3, 4), (-4, 3, -4), (-4, 0, 5), (-4, 0, -5), (-4, -3, 4), (-4, -3, -4), (-4, -4, 3), (-4, -4, -3), (-4, -5, 0), (-5, 4, 0), (-5, 0, 4), (-5, 0, -4), (-5, -4, 0), (-6, 2, 1), (-6, 2, -1), (-6, 1, 2), (-6, 1, -2), (-6, -1, 2), (-6, -1, -2), (6, 2, 1), (6, 2, -1), (2, 6, 1), (2, 6, -1), (2, 1, -6), (2, -6, 1), (2, -6, -1), (1, 2, -6), (1, -2, 6), (-1, 2, -6), (-1, -2, 6), (-2, 6, 1), (-2, 6, -1), (-2, -1, 6), (-2, -6, 1), (-2, -6, -1), (-6, -2, 1), (-6, -2, -1)]",1.5617376188860606
35,60.07146613347016,48.0,"[(5, -4, 1), (5, -4, -1), (4, 1, 5), (4, -1, 5), (1, 4, 5), (1, -4, -5), (-1, 4, 5), (-1, -4, -5), (-4, 1, -5), (-4, -1, -5), (-5, 4, 1), (-5, 4, -1), (5, 4, 1), (5, 4, -1), (5, 1, 4), (5, 1, -4), (5, -1, 4), (5, -1, -4), (4, 5, 1), (4, 5, -1), (4, 1, -5), (4, -1, -5), (4, -5, 1), (4, -5, -1), (1, 5, 4), (1, 5, -4), (1, 4, -5), (1, -4, 5), (1, -5, 4), (1, -5, -4), (-1, 5, 4), (-1, 5, -4), (-1, 4, -5), (-1, -4, 5), (-1, -5, 4), (-1, -5, -4), (-4, 5, 1), (-4, 5, -1), (-4, 1, 5), (-4, -1, 5), (-4, -5, 1), (-4, -5, -1), (-5, 1, 4), (-5, 1, -4), (-5, -1, 4), (-5, -1, -4), (-5, -4, 1), (-5, -4, -1)]",1.5430334996209192
36,60.8571371994093,24.0,"[(5, -3, 3), (5, -3, -3), (3, 5, 3), (3, 5, -3), (3, 3, 5), (3, -3, 5), (3, -3, -5), (3, -5, 3), (3, -5, -3), (-3, 5, 3), (-3, 5, -3), (-3, 3, 5), (-3, 3, -5), (-3, -3, -5), (-3, -5, 3), (-3, -5, -3), (-5, 3, 3), (-5, 3, -3), (5, 3, 3), (5, 3, -3), (3, 3, -5), (-3, -3, 5), (-5, -3, 3), (-5, -3, -3)]",1.5249857033260468
37,61.63684617081033,24.0,"[(6, 2, 2), (6, 2, -2), (6, -2, 2), (6, -2, -2), (2, 6, 2), (2, 6, -2), (2, 2, 6), (2, 2, -6), (2, -2, 6), (2, -2, -6), (2, -6, 2), (2, -6, -2), (-2, 6, 2), (-2, 6, -2), (-2, 2, 6), (-2, 2, -6), (-2, -2, 6), (-2, -2, -6), (-2, -6, 2), (-2, -6, -2), (-6, 2, 2), (-6, 2, -2), (-6, -2, 2), (-6, -2, -2)]",1.507556722888818
38,62.410867988976804,72.0,"[(6, -3, 0), (5, 4, 2), (5, 4, -2), (5, 2, 4), (5, 2, -4), (5, -2, 4), (5, -2, -4), (5, -4, 2), (5, -4, -2), (4, 5, 2), (4, 5, -2), (4, 2, 5), (4, 2, -5), (4, -2, 5), (4, -2, -5), (4, -5, 2), (4, -5, -2), (2, 5, 4), (2, 5, -4), (2, 4, 5), (2, 4, -5), (2, -4, 5), (2, -4, -5), (2, -5, 4), (2, -5, -4), (-2, 5, 4), (-2, 5, -4), (-2, 4, 5), (-2, 4, -5), (-2, -4, 5), (-2, -4, -5), (-2, -5, 4), (-2, -5, -4), (-4, 5, 2), (-4, 5, -2), (-4, 2, 5), (-4, 2, -5), (-4, -2, 5), (-4, -2, -5), (-4, -5, 2), (-4, -5, -2), (-5, 4, 2), (-5, 4, -2), (-5, 2, 4), (-5, 2, -4), (-5, -2, 4), (-5, -2, -4), (-5, -4, 2), (-5, -4, -2), (-6, 3, 0), (6, 3, 0), (6, 0, 3), (6, 0, -3), (3, 6, 0), (3, 0, 6), (3, 0, -6), (3, -6, 0), (0, 6, 3), (0, 6, -3), (0, 3, 6), (0, 3, -6), (0, -3, 6), (0, -3, -6), (0, -6, 3), (0, -6, -3), (-3, 6, 0), (-3, 0, 6), (-3, 0, -6), (-3, -6, 0), (-6, 0, 3), (-6, 0, -3), (-6, -3, 0)]",1.4907119849998598
39,63.1794635992587,48.0,"[(6, 3, 1), (6, 3, -1), (6, 1, 3), (6, 1, -3), (6, -1, 3), (6, -1, -3), (6, -3, 1), (6, -3, -1), (3, 6, 1), (3, 6, -1), (3, 1, 6), (3, 1, -6), (3, -1, 6), (3, -1, -6), (3, -6, 1), (3, -6, -1), (1, 6, 3), (1, 6, -3), (1, 3, 6), (1, 3, -6), (1, -3, 6), (1, -3, -6), (1, -6, 3), (1, -6, -3), (-1, 6, 3), (-1, 6, -3), (-1, 3, 6), (-1, 3, -6), (-1, -3, 6), (-1, -3, -6), (-1, -6, 3), (-1, -6, -3), (-3, 6, 1), (-3, 6, -1), (-3, 1, 6), (-3, 1, -6), (-3, -1, 6), (-3, -1, -6), (-3, -6, 1), (-3, -6, -1), (-6, 3, 1), (-6, 3, -1), (-6, 1, 3), (-6, 1, -3), (-6, -1, 3), (-6, -1, -3), (-6, -3, 1), (-6, -3, -1)]",1.474419561548971
40,64.70135652276947,8.0,"[(4, 4, 4), (4, 4, -4), (4, -4, 4), (4, -4, -4), (-4, 4, 4), (-4, 4, -4), (-4, -4, 4), (-4, -4, -4)]",1.443375672974064
41,65.4551151817808,54.0,"[(7, 0, 0), (6, 3, 2), (6, 3, -2), (6, 2, 3), (6, 2, -3), (6, -2, 3), (6, -2, -3), (6, -3, 2), (6, -3, -2), (3, 6, 2), (3, 6, -2), (3, 2, 6), (3, -2, 6), (3, -2, -6), (3, -6, 2), (3, -6, -2), (2, 6, 3), (2, 6, -3), (2, 3, 6), (2, -3, 6), (2, -3, -6), (2, -6, 3), (2, -6, -3), (0, 7, 0), (0, 0, 7), (0, 0, -7), (0, -7, 0), (-2, 6, 3), (-2, 6, -3), (-2, 3, 6), (-2, 3, -6), (-2, -3, -6), (-2, -6, 3), (-2, -6, -3), (-3, 6, 2), (-3, 6, -2), (-3, 2, 6), (-3, 2, -6), (-3, -2, -6), (-3, -6, 2), (-3, -6, -2), (-6, 3, 2), (-6, 3, -2), (-6, 2, 3), (-6, 2, -3), (-6, -2, 3), (-6, -2, -3), (-6, -3, 2), (-6, -3, -2), (-7, 0, 0), (3, 2, -6), (2, 3, -6), (-2, -3, 6), (-3, -2, 6)]",1.4285714285714284
42,66.20437205966759,84.0,"[(5, 0, 5), (5, -5, 0), (0, 5, 5), (0, -5, -5), (-5, 5, 0), (-5, 0, -5), (7, 1, 0), (7, 0, 1), (7, 0, -1), (7, -1, 0), (5, 5, 0), (5, 4, 3), (5, 4, -3), (5, 3, 4), (5, 3, -4), (5, 0, -5), (5, -3, 4), (5, -3, -4), (5, -4, 3), (5, -4, -3), (4, 5, 3), (4, 5, -3), (4, 3, 5), (4, 3, -5), (4, -3, 5), (4, -3, -5), (4, -5, 3), (4, -5, -3), (3, 5, 4), (3, 5, -4), (3, 4, 5), (3, 4, -5), (3, -4, 5), (3, -4, -5), (3, -5, 4), (3, -5, -4), (1, 7, 0), (1, 0, 7), (1, 0, -7), (1, -7, 0), (0, 7, 1), (0, 7, -1), (0, 5, -5), (0, 1, 7), (0, 1, -7), (0, -1, 7), (0, -1, -7), (0, -5, 5), (0, -7, 1), (0, -7, -1), (-1, 7, 0), (-1, 0, 7), (-1, 0, -7), (-1, -7, 0), (-3, 5, 4), (-3, 5, -4), (-3, 4, 5), (-3, 4, -5), (-3, -4, 5), (-3, -4, -5), (-3, -5, 4), (-3, -5, -4), (-4, 5, 3), (-4, 5, -3), (-4, 3, 5), (-4, 3, -5), (-4, -3, 5), (-4, -3, -5), (-4, -5, 3), (-4, -5, -3), (-5, 4, 3), (-5, 4, -3), (-5, 3, 4), (-5, 3, -4), (-5, 0, 5), (-5, -3, 4), (-5, -3, -4), (-5, -4, 3), (-5, -4, -3), (-5, -5, 0), (-7, 1, 0), (-7, 0, 1), (-7, 0, -1), (-7, -1, 0)]",1.4142135623730951
43,66.94933278188766,48.0,"[(5, 5, 1), (5, 5, -1), (5, 1, 5), (5, 1, -5), (5, -1, 5), (5, -1, -5), (5, -5, 1), (5, -5, -1), (1, 5, 5), (1, 5, -5), (1, -5, 5), (1, -5, -5), (-1, 5, 5), (-1, 5, -5), (-1, -5, 5), (-1, -5, -5), (-5, 5, 1), (-5, 5, -1), (-5, 1, 5), (-5, 1, -5), (-5, -1, 5), (-5, -1, -5), (-5, -5, 1), (-5, -5, -1), (7, 1, 1), (7, 1, -1), (7, -1, 1), (7, -1, -1), (1, 7, 1), (1, 7, -1), (1, 1, 7), (1, 1, -7), (1, -1, 7), (1, -1, -7), (1, -7, 1), (1, -7, -1), (-1, 7, 1), (-1, 7, -1), (-1, 1, 7), (-1, 1, -7), (-1, -1, 7), (-1, -1, -7), (-1, -7, 1), (-1, -7, -1), (-7, 1, 1), (-7, 1, -1), (-7, -1, 1), (-7, -1, -1)]",1.4002800840280099
44,67.69019426172261,24.0,"[(6, 4, 0), (6, 0, 4), (6, 0, -4), (6, -4, 0), (4, 6, 0), (4, 0, 6), (4, 0, -6), (4, -6, 0), (0, 6, 4), (0, 6, -4), (0, 4, 6), (0, 4, -6), (0, -4, 6), (0, -4, -6), (0, -6, 4), (0, -6, -4), (-4, 6, 0), (-4, 0, 6), (-4, 0, -6), (-4, -6, 0), (-6, 4, 0), (-6, 0, 4), (-6, 0, -4), (-6, -4, 0)]",1.3867504905630728
45,68.42714533143943,72.0,"[(6, -4, 1), (6, -4, -1), (2, 0, 7), (1, 4, 6), (0, 2, 7), (0, -2, -7), (-1, -4, -6), (-2, 0, -7), (-6, 4, 1), (-6, 4, -1), (7, 2, 0), (7, 0, 2), (7, 0, -2), (7, -2, 0), (6, 4, 1), (6, 4, -1), (6, 1, 4), (6, 1, -4), (6, -1, 4), (6, -1, -4), (4, 6, 1), (4, 6, -1), (4, 1, 6), (4, 1, -6), (4, -1, 6), (4, -1, -6), (4, -6, 1), (4, -6, -1), (2, 7, 0), (2, 0, -7), (2, -7, 0), (1, 6, 4), (1, 6, -4), (1, 4, -6), (1, -4, 6), (1, -4, -6), (1, -6, 4), (1, -6, -4), (0, 7, 2), (0, 7, -2), (0, 2, -7), (0, -2, 7), (0, -7, 2), (0, -7, -2), (-1, 6, 4), (-1, 6, -4), (-1, 4, 6), (-1, 4, -6), (-1, -4, 6), (-1, -6, 4), (-1, -6, -4), (-2, 7, 0), (-2, 0, 7), (-2, -7, 0), (-4, 6, 1), (-4, 6, -1), (-4, 1, 6), (-4, 1, -6), (-4, -1, 6), (-4, -1, -6), (-4, -6, 1), (-4, -6, -1), (-6, 1, 4), (-6, 1, -4), (-6, -1, 4), (-6, -1, -4), (-6, -4, 1), (-6, -4, -1), (-7, 2, 0), (-7, 0, 2), (-7, 0, -2), (-7, -2, 0)]",1.3736056394868903
46,69.16036732160084,96.0,"[(5, 2, 5), (5, -2, 5), (5, -5, 2), (5, -5, -2), (2, 5, 5), (-2, -5, -5), (-5, 5, 2), (-5, 5, -2), (-5, 2, -5), (-5, -2, -5), (5, 5, 2), (5, 5, -2), (5, 2, -5), (5, -2, -5), (2, 5, -5), (2, 1, 7), (2, -1, 7), (2, -5, 5), (2, -5, -5), (1, 2, 7), (1, -2, -7), (-1, 2, 7), (-1, -2, -7), (-2, 5, 5), (-2, 5, -5), (-2, 1, -7), (-2, -1, -7), (-2, -5, 5), (-5, 2, 5), (-5, -2, 5), (-5, -5, 2), (-5, -5, -2), (7, 2, 1), (7, 2, -1), (7, 1, 2), (7, 1, -2), (7, -1, 2), (7, -1, -2), (7, -2, 1), (7, -2, -1), (6, 3, 3), (6, 3, -3), (6, -3, 3), (6, -3, -3), (3, 6, 3), (3, 6, -3), (3, 3, 6), (3, 3, -6), (3, -3, 6), (3, -3, -6), (3, -6, 3), (3, -6, -3), (2, 7, 1), (2, 7, -1), (2, 1, -7), (2, -1, -7), (2, -7, 1), (2, -7, -1), (1, 7, 2), (1, 7, -2), (1, 2, -7), (1, -2, 7), (1, -7, 2), (1, -7, -2), (-1, 7, 2), (-1, 7, -2), (-1, 2, -7), (-1, -2, 7), (-1, -7, 2), (-1, -7, -2), (-2, 7, 1), (-2, 7, -1), (-2, 1, 7), (-2, -1, 7), (-2, -7, 1), (-2, -7, -1), (-3, 6, 3), (-3, 6, -3), (-3, 3, 6), (-3, 3, -6), (-3, -3, 6), (-3, -3, -6), (-3, -6, 3), (-3, -6, -3), (-6, 3, 3), (-6, 3, -3), (-6, -3, 3), (-6, -3, -3), (-7, 2, 1), (-7, 2, -1), (-7, 1, 2), (-7, 1, -2), (-7, -1, 2), (-7, -1, -2), (-7, -2, 1), (-7, -2, -1)]",1.3608276348795436
47,70.61631503208692,48.0,"[(6, 4, 2), (6, 4, -2), (6, 2, 4), (6, 2, -4), (6, -2, 4), (6, -2, -4), (6, -4, 2), (6, -4, -2), (4, 6, 2), (4, 6, -2), (4, 2, 6), (4, 2, -6), (4, -2, 6), (4, -2, -6), (4, -6, 2), (4, -6, -2), (2, 6, 4), (2, 6, -4), (2, 4, 6), (2, 4, -6), (2, -4, 6), (2, -4, -6), (2, -6, 4), (2, -6, -4), (-2, 6, 4), (-2, 6, -4), (-2, 4, 6), (-2, 4, -6), (-2, -4, 6), (-2, -4, -6), (-2, -6, 4), (-2, -6, -4), (-4, 6, 2), (-4, 6, -2), (-4, 2, 6), (-4, 2, -6), (-4, -2, 6), (-4, -2, -6), (-4, -6, 2), (-4, -6, -2), (-6, 4, 2), (-6, 4, -2), (-6, 2, 4), (-6, 2, -4), (-6, -2, 4), (-6, -2, -4), (-6, -4, 2), (-6, -4, -2)]",1.3363062095621219
48,71.33937049565088,48.0,"[(5, -4, 4), (5, -4, -4), (4, 4, 5), (-4, -4, -5), (-5, 4, 4), (-5, 4, -4), (5, 4, 4), (5, 4, -4), (4, 5, 4), (4, 5, -4), (4, 4, -5), (4, -4, 5), (4, -4, -5), (4, -5, 4), (4, -5, -4), (2, 2, 7), (2, -2, 7), (2, -2, -7), (-2, 2, 7), (-2, 2, -7), (-2, -2, -7), (-4, 5, 4), (-4, 5, -4), (-4, 4, 5), (-4, 4, -5), (-4, -4, 5), (-4, -5, 4), (-4, -5, -4), (-5, -4, 4), (-5, -4, -4), (7, 2, 2), (7, 2, -2), (7, -2, 2), (7, -2, -2), (2, 7, 2), (2, 7, -2), (2, 2, -7), (2, -7, 2), (2, -7, -2), (-2, 7, 2), (-2, 7, -2), (-2, -2, 7), (-2, -7, 2), (-2, -7, -2), (-7, 2, 2), (-7, 2, -2), (-7, -2, 2), (-7, -2, -2)]",1.3245323570650438
49,72.05935723917207,24.0,"[(7, -3, 0), (3, 7, 0), (3, 0, 7), (3, -7, 0), (0, 3, 7), (0, -3, -7), (-3, 7, 0), (-3, 0, -7), (-3, -7, 0), (-7, 3, 0), (7, 3, 0), (7, 0, 3), (7, 0, -3), (3, 0, -7), (0, 7, 3), (0, 7, -3), (0, 3, -7), (0, -3, 7), (0, -7, 3), (0, -7, -3), (-3, 0, 7), (-7, 0, 3), (-7, 0, -3), (-7, -3, 0)]",1.3130643285972254
50,72.77642630144578,72.0,"[(7, -3, 1), (7, -3, -1), (5, 5, 3), (5, 5, -3), (5, 3, 5), (5, 3, -5), (5, -3, 5), (5, -3, -5), (5, -5, 3), (5, -5, -3), (3, 7, 1), (3, 7, -1), (3, 5, 5), (3, 5, -5), (3, 1, 7), (3, -1, 7), (3, -5, 5), (3, -5, -5), (3, -7, 1), (3, -7, -1), (1, 3, 7), (1, -3, -7), (-1, 3, 7), (-1, -3, -7), (-3, 7, 1), (-3, 7, -1), (-3, 5, 5), (-3, 5, -5), (-3, 1, -7), (-3, -1, -7), (-3, -5, 5), (-3, -5, -5), (-3, -7, 1), (-3, -7, -1), (-5, 5, 3), (-5, 5, -3), (-5, 3, 5), (-5, 3, -5), (-5, -3, 5), (-5, -3, -5), (-5, -5, 3), (-5, -5, -3), (-7, 3, 1), (-7, 3, -1), (7, 3, 1), (7, 3, -1), (7, 1, 3), (7, 1, -3), (7, -1, 3), (7, -1, -3), (3, 1, -7), (3, -1, -7), (1, 7, 3), (1, 7, -3), (1, 3, -7), (1, -3, 7), (1, -7, 3), (1, -7, -3), (-1, 7, 3), (-1, 7, -3), (-1, 3, -7), (-1, -3, 7), (-1, -7, 3), (-1, -7, -3), (-3, 1, 7), (-3, -1, 7), (-7, 1, 3), (-7, 1, -3), (-7, -1, 3), (-7, -1, -3), (-7, -3, 1), (-7, -3, -1)]",1.3018891098082386
51,74.20239160171778,72.0,"[(6, 5, 0), (6, 4, 3), (6, 4, -3), (6, 3, 4), (6, 3, -4), (6, 0, 5), (6, 0, -5), (6, -3, 4), (6, -3, -4), (6, -4, 3), (6, -4, -3), (6, -5, 0), (5, 6, 0), (5, 0, 6), (5, 0, -6), (5, -6, 0), (4, 6, 3), (4, 6, -3), (4, 3, 6), (4, 3, -6), (4, -3, 6), (4, -3, -6), (4, -6, 3), (4, -6, -3), (3, 6, 4), (3, 6, -4), (3, 4, 6), (3, 4, -6), (3, -4, 6), (3, -4, -6), (3, -6, 4), (3, -6, -4), (0, 6, 5), (0, 6, -5), (0, 5, 6), (0, 5, -6), (0, -5, 6), (0, -5, -6), (0, -6, 5), (0, -6, -5), (-3, 6, 4), (-3, 6, -4), (-3, 4, 6), (-3, 4, -6), (-3, -4, 6), (-3, -4, -6), (-3, -6, 4), (-3, -6, -4), (-4, 6, 3), (-4, 6, -3), (-4, 3, 6), (-4, 3, -6), (-4, -3, 6), (-4, -3, -6), (-4, -6, 3), (-4, -6, -3), (-5, 6, 0), (-5, 0, 6), (-5, 0, -6), (-5, -6, 0), (-6, 5, 0), (-6, 4, 3), (-6, 4, -3), (-6, 3, 4), (-6, 3, -4), (-6, 0, 5), (-6, 0, -5), (-6, -3, 4), (-6, -3, -4), (-6, -4, 3), (-6, -4, -3), (-6, -5, 0)]",1.2803687993289596
52,74.91156696814596,96.0,"[(7, -2, -3), (7, -3, 2), (7, -3, -2), (6, 5, 1), (6, 5, -1), (6, 1, 5), (6, 1, -5), (6, -1, 5), (6, -1, -5), (6, -5, 1), (6, -5, -1), (5, 6, 1), (5, 6, -1), (5, 1, 6), (5, 1, -6), (5, -1, 6), (5, -1, -6), (5, -6, 1), (5, -6, -1), (3, 7, 2), (3, 7, -2), (3, 2, 7), (3, -2, 7), (3, -2, -7), (3, -7, 2), (3, -7, -2), (2, 3, 7), (2, -3, 7), (2, -3, -7), (1, 6, 5), (1, 6, -5), (1, 5, 6), (1, 5, -6), (1, -5, 6), (1, -5, -6), (1, -6, 5), (1, -6, -5), (-1, 6, 5), (-1, 6, -5), (-1, 5, 6), (-1, 5, -6), (-1, -5, 6), (-1, -5, -6), (-1, -6, 5), (-1, -6, -5), (-2, 3, 7), (-2, 3, -7), (-2, -3, -7), (-3, 7, 2), (-3, 7, -2), (-3, 2, 7), (-3, 2, -7), (-3, -2, -7), (-3, -7, 2), (-3, -7, -2), (-5, 6, 1), (-5, 6, -1), (-5, 1, 6), (-5, 1, -6), (-5, -1, 6), (-5, -1, -6), (-5, -6, 1), (-5, -6, -1), (-6, 5, 1), (-6, 5, -1), (-6, 1, 5), (-6, 1, -5), (-6, -1, 5), (-6, -1, -5), (-6, -5, 1), (-6, -5, -1), (-7, 3, 2), (-7, 3, -2), (-7, 2, 3), (7, 3, 2), (7, 3, -2), (7, 2, 3), (7, 2, -3), (7, -2, 3), (3, 2, -7), (2, 7, 3), (2, 7, -3), (2, 3, -7), (2, -7, 3), (2, -7, -3), (-2, 7, 3), (-2, 7, -3), (-2, -3, 7), (-2, -7, 3), (-2, -7, -3), (-3, -2, 7), (-7, 2, -3), (-7, -2, 3), (-7, -2, -3), (-7, -3, 2), (-7, -3, -2)]",1.270001270001905
53,76.32297116359109,6.0,"[(8, 0, 0), (0, 8, 0), (0, 0, 8), (0, 0, -8), (0, -8, 0), (-8, 0, 0)]",1.25
54,77.02545644342153,96.0,"[(8, 1, 0), (8, 0, 1), (8, 0, -1), (8, -1, 0), (7, 4, 0), (7, 0, 4), (7, 0, -4), (7, -4, 0), (6, 5, 2), (6, 5, -2), (6, 2, 5), (6, 2, -5), (6, -2, 5), (6, -2, -5), (6, -5, 2), (6, -5, -2), (5, 6, 2), (5, 6, -2), (5, 2, 6), (5, 2, -6), (5, -2, 6), (5, -2, -6), (5, -6, 2), (5, -6, -2), (4, 7, 0), (4, 0, 7), (4, 0, -7), (4, -7, 0), (2, 6, 5), (2, 6, -5), (2, 5, 6), (2, 5, -6), (2, -5, 6), (2, -5, -6), (2, -6, 5), (2, -6, -5), (1, 8, 0), (1, 0, 8), (1, 0, -8), (1, -8, 0), (0, 8, 1), (0, 8, -1), (0, 7, 4), (0, 7, -4), (0, 4, 7), (0, 4, -7), (0, 1, 8), (0, 1, -8), (0, -1, 8), (0, -1, -8), (0, -4, 7), (0, -4, -7), (0, -7, 4), (0, -7, -4), (0, -8, 1), (0, -8, -1), (-1, 8, 0), (-1, 0, 8), (-1, 0, -8), (-1, -8, 0), (-2, 6, 5), (-2, 6, -5), (-2, 5, 6), (-2, 5, -6), (-2, -5, 6), (-2, -5, -6), (-2, -6, 5), (-2, -6, -5), (-4, 7, 0), (-4, 0, 7), (-4, 0, -7), (-4, -7, 0), (-5, 6, 2), (-5, 6, -2), (-5, 2, 6), (-5, 2, -6), (-5, -2, 6), (-5, -2, -6), (-5, -6, 2), (-5, -6, -2), (-6, 5, 2), (-6, 5, -2), (-6, 2, 5), (-6, 2, -5), (-6, -2, 5), (-6, -2, -5), (-6, -5, 2), (-6, -5, -2), (-7, 4, 0), (-7, 0, 4), (-7, 0, -4), (-7, -4, 0), (-8, 1, 0), (-8, 0, 1), (-8, 0, -1), (-8, -1, 0)]",1.2403473458920844
55,77.72596275663936,96.0,"[(7, -4, 1), (7, -4, -1), (5, 5, 4), (5, 5, -4), (5, 4, 5), (5, -4, 5), (5, -4, -5), (5, -5, 4), (5, -5, -4), (4, 5, 5), (4, 5, -5), (4, 1, 7), (4, -1, 7), (4, -5, 5), (4, -5, -5), (1, 8, 1), (1, 8, -1), (1, 4, 7), (1, 1, 8), (1, -1, 8), (1, -1, -8), (1, -4, -7), (1, -8, 1), (1, -8, -1), (-1, 8, 1), (-1, 8, -1), (-1, 4, 7), (-1, 1, 8), (-1, 1, -8), (-1, -1, -8), (-1, -4, -7), (-1, -8, 1), (-1, -8, -1), (-4, 5, 5), (-4, 5, -5), (-4, 1, -7), (-4, -1, -7), (-4, -5, 5), (-4, -5, -5), (-5, 5, 4), (-5, 5, -4), (-5, 4, 5), (-5, 4, -5), (-5, -4, -5), (-5, -5, 4), (-5, -5, -4), (-7, 4, 1), (-7, 4, -1), (8, 1, 1), (8, 1, -1), (8, -1, 1), (8, -1, -1), (7, 4, 1), (7, 4, -1), (7, 1, 4), (7, 1, -4), (7, -1, 4), (7, -1, -4), (5, 4, -5), (4, 7, 1), (4, 7, -1), (4, 1, -7), (4, -1, -7), (4, -7, 1), (4, -7, -1), (1, 7, 4), (1, 7, -4), (1, 4, -7), (1, 1, -8), (1, -4, 7), (1, -7, 4), (1, -7, -4), (-1, 7, 4), (-1, 7, -4), (-1, 4, -7), (-1, -1, 8), (-1, -4, 7), (-1, -7, 4), (-1, -7, -4), (-4, 7, 1), (-4, 7, -1), (-4, 1, 7), (-4, -1, 7), (-4, -7, 1), (-4, -7, -1), (-5, -4, 5), (-7, 1, 4), (-7, 1, -4), (-7, -1, 4), (-7, -1, -4), (-7, -4, 1), (-7, -4, -1), (-8, 1, 1), (-8, 1, -1), (-8, -1, 1), (-8, -1, -1)]",1.2309149097933274
56,78.42461059555875,24.0,"[(7, -3, 3), (7, -3, -3), (3, 7, 3), (3, 7, -3), (3, 3, 7), (3, -3, 7), (3, -3, -7), (3, -7, 3), (3, -7, -3), (-3, 7, 3), (-3, 7, -3), (-3, 3, 7), (-3, 3, -7), (-3, -3, -7), (-3, -7, 3), (-3, -7, -3), (-7, 3, 3), (-7, 3, -3), (7, 3, 3), (7, 3, -3), (3, 3, -7), (-3, -3, 7), (-7, -3, 3), (-7, -3, -3)]",1.2216944435630521
57,79.12151776076156,48.0,"[(6, -4, 4), (6, -4, -4), (4, 4, 6), (2, 8, 0), (2, 0, 8), (2, 0, -8), (2, -8, 0), (0, 2, 8), (0, 2, -8), (0, -2, 8), (0, -2, -8), (-2, 8, 0), (-2, 0, 8), (-2, 0, -8), (-2, -8, 0), (-4, -4, -6), (-6, 4, 4), (-6, 4, -4), (8, 2, 0), (8, 0, 2), (8, 0, -2), (8, -2, 0), (6, 4, 4), (6, 4, -4), (4, 6, 4), (4, 6, -4), (4, 4, -6), (4, -4, 6), (4, -4, -6), (4, -6, 4), (4, -6, -4), (0, 8, 2), (0, 8, -2), (0, -8, 2), (0, -8, -2), (-4, 6, 4), (-4, 6, -4), (-4, 4, 6), (-4, 4, -6), (-4, -4, 6), (-4, -6, 4), (-4, -6, -4), (-6, -4, 4), (-6, -4, -4), (-8, 2, 0), (-8, 0, 2), (-8, 0, -2), (-8, -2, 0)]",1.2126781251816647
