,2theta,multiplicity,indices,?
78,96.28854632841285,48.0,"[(8, 5, 2), (8, 5, -2), (8, 2, 5), (8, 2, -5), (8, -2, 5), (8, -2, -5), (8, -5, 2), (8, -5, -2), (5, 8, 2), (5, 8, -2), (5, 2, 8), (5, 2, -8), (5, -2, 8), (5, -2, -8), (5, -8, 2), (5, -8, -2), (2, 8, 5), (2, 8, -5), (2, 5, 8), (2, 5, -8), (2, -5, 8), (2, -5, -8), (2, -8, 5), (2, -8, -5), (-2, 8, 5), (-2, 8, -5), (-2, 5, 8), (-2, 5, -8), (-2, -5, 8), (-2, -5, -8), (-2, -8, 5), (-2, -8, -5), (-5, 8, 2), (-5, 8, -2), (-5, 2, 8), (-5, 2, -8), (-5, -2, 8), (-5, -2, -8), (-5, -8, 2), (-5, -8, -2), (-8, 5, 2), (-8, 5, -2), (-8, 2, 5), (-8, 2, -5), (-8, -2, 5), (-8, -2, -5), (-8, -5, 2), (-8, -5, -2)]",1.0369516947304251
79,96.97672305935455,96.0,"[(9, 3, 2), (9, 3, -2), (9, 2, 3), (9, 2, -3), (9, -2, 3), (9, -2, -3), (9, -3, 2), (9, -3, -2), (7, -3, -6), (6, 3, 7), (6, -3, 7), (6, -3, -7), (3, 9, 2), (3, 9, -2), (3, 7, 6), (3, 6, 7), (3, 2, 9), (3, 2, -9), (3, -2, 9), (3, -2, -9), (3, -6, 7), (3, -7, 6), (3, -9, 2), (3, -9, -2), (2, 9, 3), (2, 9, -3), (2, 3, 9), (2, 3, -9), (2, -3, 9), (2, -3, -9), (2, -9, 3), (2, -9, -3), (-2, 9, 3), (-2, 9, -3), (-2, 3, 9), (-2, 3, -9), (-2, -3, 9), (-2, -3, -9), (-2, -9, 3), (-2, -9, -3), (-3, 9, 2), (-3, 9, -2), (-3, 7, -6), (-3, 6, -7), (-3, 2, 9), (-3, 2, -9), (-3, -2, 9), (-3, -2, -9), (-3, -6, -7), (-3, -7, -6), (-3, -9, 2), (-3, -9, -2), (-6, 3, 7), (-6, 3, -7), (-6, -3, -7), (-7, 3, 6), (-9, 3, 2), (-9, 3, -2), (-9, 2, 3), (-9, 2, -3), (-9, -2, 3), (-9, -2, -3), (-9, -3, 2), (-9, -3, -2), (7, 6, 3), (7, 6, -3), (7, 3, 6), (7, 3, -6), (7, -3, 6), (7, -6, 3), (7, -6, -3), (6, 7, 3), (6, 7, -3), (6, 3, -7), (6, -7, 3), (6, -7, -3), (3, 7, -6), (3, 6, -7), (3, -6, -7), (3, -7, -6), (-3, 7, 6), (-3, 6, 7), (-3, -6, 7), (-3, -7, 6), (-6, 7, 3), (-6, 7, -3), (-6, -3, 7), (-6, -7, 3), (-6, -7, -3), (-7, 6, 3), (-7, 6, -3), (-7, 3, -6), (-7, -3, 6), (-7, -3, -6), (-7, -6, 3), (-7, -6, -3)]",1.0314212462587933
80,98.35622030638953,24.0,"[(8, 4, 4), (8, 4, -4), (8, -4, 4), (8, -4, -4), (4, 8, 4), (4, 8, -4), (4, 4, 8), (4, 4, -8), (4, -4, 8), (4, -4, -8), (4, -8, 4), (4, -8, -4), (-4, 8, 4), (-4, 8, -4), (-4, 4, 8), (-4, 4, -8), (-4, -4, 8), (-4, -4, -8), (-4, -8, 4), (-4, -8, -4), (-8, 4, 4), (-8, 4, -4), (-8, -4, 4), (-8, -4, -4)]",1.0206207261596574
81,99.04775167001876,48.0,"[(9, 4, 0), (9, 0, 4), (9, 0, -4), (9, -4, 0), (6, -5, -6), (4, 9, 0), (4, 0, 9), (4, 0, -9), (4, -9, 0), (0, 9, 4), (0, 9, -4), (0, 4, 9), (0, 4, -9), (0, -4, 9), (0, -4, -9), (0, -9, 4), (0, -9, -4), (-4, 9, 0), (-4, 0, 9), (-4, 0, -9), (-4, -9, 0), (-6, 5, 6), (-9, 4, 0), (-9, 0, 4), (-9, 0, -4), (-9, -4, 0), (6, 6, 5), (6, 6, -5), (6, 5, 6), (6, 5, -6), (6, -5, 6), (6, -6, 5), (6, -6, -5), (5, 6, 6), (5, 6, -6), (5, -6, 6), (5, -6, -6), (-5, 6, 6), (-5, 6, -6), (-5, -6, 6), (-5, -6, -6), (-6, 6, 5), (-6, 6, -5), (-6, 5, -6), (-6, -5, 6), (-6, -5, -6), (-6, -6, 5), (-6, -6, -5)]",1.015346165133619
82,99.7406147539274,108.0,"[(9, 4, 1), (9, 4, -1), (9, 1, 4), (9, 1, -4), (9, -1, 4), (9, -1, -4), (9, -4, 1), (9, -4, -1), (8, -3, -5), (5, 3, 8), (5, -3, 8), (5, -3, -8), (4, 9, 1), (4, 9, -1), (4, 1, 9), (4, 1, -9), (4, -1, 9), (4, -1, -9), (4, -9, 1), (4, -9, -1), (3, 8, 5), (3, 8, -5), (3, 5, 8), (3, -5, 8), (3, -5, -8), (3, -8, 5), (3, -8, -5), (1, 9, 4), (1, 9, -4), (1, 4, 9), (1, 4, -9), (1, -4, 9), (1, -4, -9), (1, -9, 4), (1, -9, -4), (-1, 9, 4), (-1, 9, -4), (-1, 4, 9), (-1, 4, -9), (-1, -4, 9), (-1, -4, -9), (-1, -9, 4), (-1, -9, -4), (-3, 8, 5), (-3, 8, -5), (-3, 5, 8), (-3, 5, -8), (-3, -5, -8), (-3, -8, 5), (-3, -8, -5), (-4, 9, 1), (-4, 9, -1), (-4, 1, 9), (-4, 1, -9), (-4, -1, 9), (-4, -1, -9), (-4, -9, 1), (-4, -9, -1), (-5, 3, 8), (-5, 3, -8), (-5, -3, -8), (-8, 3, 5), (-9, 4, 1), (-9, 4, -1), (-9, 1, 4), (-9, 1, -4), (-9, -1, 4), (-9, -1, -4), (-9, -4, 1), (-9, -4, -1), (8, 5, 3), (8, 5, -3), (8, 3, 5), (8, 3, -5), (8, -3, 5), (8, -5, 3), (8, -5, -3), (7, 7, 0), (7, 0, 7), (7, 0, -7), (7, -7, 0), (5, 8, 3), (5, 8, -3), (5, 3, -8), (5, -8, 3), (5, -8, -3), (3, 5, -8), (0, 7, 7), (0, 7, -7), (0, -7, 7), (0, -7, -7), (-3, -5, 8), (-5, 8, 3), (-5, 8, -3), (-5, -3, 8), (-5, -8, 3), (-5, -8, -3), (-7, 7, 0), (-7, 0, 7), (-7, 0, -7), (-7, -7, 0), (-8, 5, 3), (-8, 5, -3), (-8, 3, -5), (-8, -3, 5), (-8, -3, -5), (-8, -5, 3), (-8, -5, -3)]",1.0101525445522106
83,100.43491921744533,72.0,"[(9, -3, 3), (9, -3, -3), (7, 5, 5), (7, 5, -5), (7, -5, 5), (7, -5, -5), (5, 7, 5), (5, 7, -5), (5, 5, 7), (5, 5, -7), (5, -5, 7), (5, -5, -7), (5, -7, 5), (5, -7, -5), (3, 9, 3), (3, 9, -3), (3, 3, 9), (3, -3, 9), (3, -3, -9), (3, -9, 3), (3, -9, -3), (-3, 9, 3), (-3, 9, -3), (-3, 3, 9), (-3, 3, -9), (-3, -3, -9), (-3, -9, 3), (-3, -9, -3), (-5, 7, 5), (-5, 7, -5), (-5, 5, 7), (-5, 5, -7), (-5, -5, 7), (-5, -5, -7), (-5, -7, 5), (-5, -7, -5), (-7, 5, 5), (-7, 5, -5), (-7, -5, 5), (-7, -5, -5), (-9, 3, 3), (-9, 3, -3), (9, 3, 3), (9, 3, -3), (7, 7, 1), (7, 7, -1), (7, 1, 7), (7, 1, -7), (7, -1, 7), (7, -1, -7), (7, -7, 1), (7, -7, -1), (3, 3, -9), (1, 7, 7), (1, 7, -7), (1, -7, 7), (1, -7, -7), (-1, 7, 7), (-1, 7, -7), (-1, -7, 7), (-1, -7, -7), (-3, -3, 9), (-7, 7, 1), (-7, 7, -1), (-7, 1, 7), (-7, 1, -7), (-7, -1, 7), (-7, -1, -7), (-7, -7, 1), (-7, -7, -1), (-9, -3, 3), (-9, -3, -3)]",1.005037815259212
84,101.13077671521653,30.0,"[(10, 0, 0), (8, 6, 0), (8, 0, 6), (8, 0, -6), (8, -6, 0), (6, 8, 0), (6, 0, 8), (6, 0, -8), (6, -8, 0), (0, 10, 0), (0, 8, 6), (0, 8, -6), (0, 6, 8), (0, 6, -8), (0, 0, 10), (0, 0, -10), (0, -6, 8), (0, -6, -8), (0, -8, 6), (0, -8, -6), (0, -10, 0), (-6, 8, 0), (-6, 0, 8), (-6, 0, -8), (-6, -8, 0), (-8, 6, 0), (-8, 0, 6), (-8, 0, -6), (-8, -6, 0), (-10, 0, 0)]",1.0
85,101.82830107633318,168.0,"[(10, 1, 0), (10, 0, 1), (10, 0, -1), (10, -1, 0), (9, 4, 2), (9, 4, -2), (9, 2, 4), (9, 2, -4), (9, -2, 4), (9, -2, -4), (9, -4, 2), (9, -4, -2), (6, -4, -7), (4, 9, 2), (4, 9, -2), (4, 2, 9), (4, -2, 9), (4, -2, -9), (4, -9, 2), (4, -9, -2), (2, 9, 4), (2, 9, -4), (2, 4, 9), (2, -4, 9), (2, -4, -9), (2, -9, 4), (2, -9, -4), (1, 10, 0), (1, 0, 10), (1, 0, -10), (1, -10, 0), (0, 10, 1), (0, 10, -1), (0, 1, 10), (0, 1, -10), (0, -1, 10), (0, -1, -10), (0, -10, 1), (0, -10, -1), (-1, 10, 0), (-1, 0, 10), (-1, 0, -10), (-1, -10, 0), (-2, 9, 4), (-2, 9, -4), (-2, 4, 9), (-2, 4, -9), (-2, -4, -9), (-2, -9, 4), (-2, -9, -4), (-4, 9, 2), (-4, 9, -2), (-4, 2, 9), (-4, 2, -9), (-4, -2, -9), (-4, -9, 2), (-4, -9, -2), (-6, 4, 7), (-9, 4, 2), (-9, 4, -2), (-9, 2, 4), (-9, 2, -4), (-9, -2, 4), (-9, -2, -4), (-9, -4, 2), (-9, -4, -2), (-10, 1, 0), (-10, 0, 1), (-10, 0, -1), (-10, -1, 0), (8, 6, 1), (8, 6, -1), (8, 1, 6), (8, 1, -6), (8, -1, 6), (8, -1, -6), (8, -6, 1), (8, -6, -1), (7, 6, 4), (7, 6, -4), (7, 4, 6), (7, 4, -6), (7, -4, 6), (7, -4, -6), (7, -6, 4), (7, -6, -4), (6, 8, 1), (6, 8, -1), (6, 7, 4), (6, 7, -4), (6, 4, 7), (6, 4, -7), (6, 1, 8), (6, 1, -8), (6, -1, 8), (6, -1, -8), (6, -4, 7), (6, -7, 4), (6, -7, -4), (6, -8, 1), (6, -8, -1), (4, 7, 6), (4, 7, -6), (4, 6, 7), (4, 6, -7), (4, 2, -9), (4, -6, 7), (4, -6, -7), (4, -7, 6), (4, -7, -6), (2, 4, -9), (1, 8, 6), (1, 8, -6), (1, 6, 8), (1, 6, -8), (1, -6, 8), (1, -6, -8), (1, -8, 6), (1, -8, -6), (-1, 8, 6), (-1, 8, -6), (-1, 6, 8), (-1, 6, -8), (-1, -6, 8), (-1, -6, -8), (-1, -8, 6), (-1, -8, -6), (-2, -4, 9), (-4, 7, 6), (-4, 7, -6), (-4, 6, 7), (-4, 6, -7), (-4, -2, 9), (-4, -6, 7), (-4, -6, -7), (-4, -7, 6), (-4, -7, -6), (-6, 8, 1), (-6, 8, -1), (-6, 7, 4), (-6, 7, -4), (-6, 4, -7), (-6, 1, 8), (-6, 1, -8), (-6, -1, 8), (-6, -1, -8), (-6, -4, 7), (-6, -4, -7), (-6, -7, 4), (-6, -7, -4), (-6, -8, 1), (-6, -8, -1), (-7, 6, 4), (-7, 6, -4), (-7, 4, 6), (-7, 4, -6), (-7, -4, 6), (-7, -4, -6), (-7, -6, 4), (-7, -6, -4), (-8, 6, 1), (-8, 6, -1), (-8, 1, 6), (-8, 1, -6), (-8, -1, 6), (-8, -1, -6), (-8, -6, 1), (-8, -6, -1)]",0.9950371902099893
86,102.52760849228858,48.0,"[(10, 1, 1), (10, 1, -1), (10, -1, 1), (10, -1, -1), (7, 7, 2), (7, 7, -2), (7, 2, 7), (7, 2, -7), (7, -2, 7), (7, -2, -7), (7, -7, 2), (7, -7, -2), (2, 7, 7), (2, 7, -7), (2, -7, 7), (2, -7, -7), (1, 10, 1), (1, 10, -1), (1, 1, 10), (1, 1, -10), (1, -1, 10), (1, -1, -10), (1, -10, 1), (1, -10, -1), (-1, 10, 1), (-1, 10, -1), (-1, 1, 10), (-1, 1, -10), (-1, -1, 10), (-1, -1, -10), (-1, -10, 1), (-1, -10, -1), (-2, 7, 7), (-2, 7, -7), (-2, -7, 7), (-2, -7, -7), (-7, 7, 2), (-7, 7, -2), (-7, 2, 7), (-7, 2, -7), (-7, -2, 7), (-7, -2, -7), (-7, -7, 2), (-7, -7, -2), (-10, 1, 1), (-10, 1, -1), (-10, -1, 1), (-10, -1, -1)]",0.9901475429766743
87,103.9320502636757,72.0,"[(10, 2, 0), (10, 0, 2), (10, 0, -2), (10, -2, 0), (8, 6, 2), (8, 6, -2), (8, 2, 6), (8, 2, -6), (8, -2, 6), (8, -2, -6), (8, -6, 2), (8, -6, -2), (6, 8, 2), (6, 8, -2), (6, 2, 8), (6, 2, -8), (6, -2, 8), (6, -2, -8), (6, -8, 2), (6, -8, -2), (2, 10, 0), (2, 8, 6), (2, 8, -6), (2, 6, 8), (2, 6, -8), (2, 0, 10), (2, 0, -10), (2, -6, 8), (2, -6, -8), (2, -8, 6), (2, -8, -6), (2, -10, 0), (0, 10, 2), (0, 10, -2), (0, 2, 10), (0, 2, -10), (0, -2, 10), (0, -2, -10), (0, -10, 2), (0, -10, -2), (-2, 10, 0), (-2, 8, 6), (-2, 8, -6), (-2, 6, 8), (-2, 6, -8), (-2, 0, 10), (-2, 0, -10), (-2, -6, 8), (-2, -6, -8), (-2, -8, 6), (-2, -8, -6), (-2, -10, 0), (-6, 8, 2), (-6, 8, -2), (-6, 2, 8), (-6, 2, -8), (-6, -2, 8), (-6, -2, -8), (-6, -8, 2), (-6, -8, -2), (-8, 6, 2), (-8, 6, -2), (-8, 2, 6), (-8, 2, -6), (-8, -2, 6), (-8, -2, -6), (-8, -6, 2), (-8, -6, -2), (-10, 2, 0), (-10, 0, 2), (-10, 0, -2), (-10, -2, 0)]",0.9805806756909201
88,104.63743064834652,96.0,"[(10, 2, 1), (10, 2, -1), (10, 1, 2), (10, 1, -2), (10, -1, 2), (10, -1, -2), (10, -2, 1), (10, -2, -1), (8, 5, 4), (8, 5, -4), (8, 4, 5), (8, 4, -5), (8, -4, 5), (8, -4, -5), (8, -5, 4), (8, -5, -4), (5, 8, 4), (5, 8, -4), (5, 4, 8), (5, 4, -8), (5, -4, 8), (5, -4, -8), (5, -8, 4), (5, -8, -4), (4, 8, 5), (4, 8, -5), (4, 5, 8), (4, 5, -8), (4, -5, 8), (4, -5, -8), (4, -8, 5), (4, -8, -5), (2, 10, 1), (2, 10, -1), (2, 1, 10), (2, 1, -10), (2, -1, 10), (2, -1, -10), (2, -10, 1), (2, -10, -1), (1, 10, 2), (1, 10, -2), (1, 2, 10), (1, 2, -10), (1, -2, 10), (1, -2, -10), (1, -10, 2), (1, -10, -2), (-1, 10, 2), (-1, 10, -2), (-1, 2, 10), (-1, 2, -10), (-1, -2, 10), (-1, -2, -10), (-1, -10, 2), (-1, -10, -2), (-2, 10, 1), (-2, 10, -1), (-2, 1, 10), (-2, 1, -10), (-2, -1, 10), (-2, -1, -10), (-2, -10, 1), (-2, -10, -1), (-4, 8, 5), (-4, 8, -5), (-4, 5, 8), (-4, 5, -8), (-4, -5, 8), (-4, -5, -8), (-4, -8, 5), (-4, -8, -5), (-5, 8, 4), (-5, 8, -4), (-5, 4, 8), (-5, 4, -8), (-5, -4, 8), (-5, -4, -8), (-5, -8, 4), (-5, -8, -4), (-8, 5, 4), (-8, 5, -4), (-8, 4, 5), (-8, 4, -5), (-8, -4, 5), (-8, -4, -5), (-8, -5, 4), (-8, -5, -4), (-10, 2, 1), (-10, 2, -1), (-10, 1, 2), (-10, 1, -2), (-10, -1, 2), (-10, -1, -2), (-10, -2, 1), (-10, -2, -1)]",0.9759000729485331
89,105.34508660008161,72.0,"[(9, 5, 0), (9, 4, 3), (9, 4, -3), (9, 3, 4), (9, 3, -4), (9, 0, 5), (9, 0, -5), (9, -3, 4), (9, -3, -4), (9, -4, 3), (9, -4, -3), (9, -5, 0), (5, 9, 0), (5, 0, 9), (5, 0, -9), (5, -9, 0), (4, 9, 3), (4, 9, -3), (4, 3, 9), (4, 3, -9), (4, -3, 9), (4, -3, -9), (4, -9, 3), (4, -9, -3), (3, 9, 4), (3, 9, -4), (3, 4, 9), (3, 4, -9), (3, -4, 9), (3, -4, -9), (3, -9, 4), (3, -9, -4), (0, 9, 5), (0, 9, -5), (0, 5, 9), (0, 5, -9), (0, -5, 9), (0, -5, -9), (0, -9, 5), (0, -9, -5), (-3, 9, 4), (-3, 9, -4), (-3, 4, 9), (-3, 4, -9), (-3, -4, 9), (-3, -4, -9), (-3, -9, 4), (-3, -9, -4), (-4, 9, 3), (-4, 9, -3), (-4, 3, 9), (-4, 3, -9), (-4, -3, 9), (-4, -3, -9), (-4, -9, 3), (-4, -9, -3), (-5, 9, 0), (-5, 0, 9), (-5, 0, -9), (-5, -9, 0), (-9, 5, 0), (-9, 4, 3), (-9, 4, -3), (-9, 3, 4), (-9, 3, -4), (-9, 0, 5), (-9, 0, -5), (-9, -3, 4), (-9, -3, -4), (-9, -4, 3), (-9, -4, -3), (-9, -5, 0)]",0.9712858623572642
90,106.05514932040894,72.0,"[(9, 5, 1), (9, 5, -1), (9, 1, 5), (9, 1, -5), (9, -1, 5), (9, -1, -5), (9, -5, 1), (9, -5, -1), (7, -3, -7), (5, 9, 1), (5, 9, -1), (5, 1, 9), (5, 1, -9), (5, -1, 9), (5, -1, -9), (5, -9, 1), (5, -9, -1), (3, 7, 7), (3, -7, 7), (1, 9, 5), (1, 9, -5), (1, 5, 9), (1, 5, -9), (1, -5, 9), (1, -5, -9), (1, -9, 5), (1, -9, -5), (-1, 9, 5), (-1, 9, -5), (-1, 5, 9), (-1, 5, -9), (-1, -5, 9), (-1, -5, -9), (-1, -9, 5), (-1, -9, -5), (-3, 7, -7), (-3, -7, -7), (-5, 9, 1), (-5, 9, -1), (-5, 1, 9), (-5, 1, -9), (-5, -1, 9), (-5, -1, -9), (-5, -9, 1), (-5, -9, -1), (-7, 3, 7), (-9, 5, 1), (-9, 5, -1), (-9, 1, 5), (-9, 1, -5), (-9, -1, 5), (-9, -1, -5), (-9, -5, 1), (-9, -5, -1), (7, 7, 3), (7, 7, -3), (7, 3, 7), (7, 3, -7), (7, -3, 7), (7, -7, 3), (7, -7, -3), (3, 7, -7), (3, -7, -7), (-3, 7, 7), (-3, -7, 7), (-7, 7, 3), (-7, 7, -3), (-7, 3, -7), (-7, -3, 7), (-7, -3, -7), (-7, -7, 3), (-7, -7, -3)]",0.9667364890456636
91,106.76775374468848,32.0,"[(10, 2, 2), (10, 2, -2), (10, -2, 2), (10, -2, -2), (6, 6, 6), (6, 6, -6), (6, -6, 6), (6, -6, -6), (2, 10, 2), (2, 10, -2), (2, 2, 10), (2, 2, -10), (2, -2, 10), (2, -2, -10), (2, -10, 2), (2, -10, -2), (-2, 10, 2), (-2, 10, -2), (-2, 2, 10), (-2, 2, -10), (-2, -2, 10), (-2, -2, -10), (-2, -10, 2), (-2, -10, -2), (-6, 6, 6), (-6, 6, -6), (-6, -6, 6), (-6, -6, -6), (-10, 2, 2), (-10, 2, -2), (-10, -2, 2), (-10, -2, -2)]",0.9622504486493761
92,107.48303882329148,72.0,"[(10, 3, 0), (10, 0, 3), (10, 0, -3), (10, -3, 0), (8, 6, 3), (8, 6, -3), (8, 3, 6), (8, 3, -6), (8, -3, 6), (8, -3, -6), (8, -6, 3), (8, -6, -3), (6, 8, 3), (6, 8, -3), (6, 3, 8), (6, 3, -8), (6, -3, 8), (6, -3, -8), (6, -8, 3), (6, -8, -3), (3, 10, 0), (3, 8, 6), (3, 8, -6), (3, 6, 8), (3, 6, -8), (3, 0, 10), (3, 0, -10), (3, -6, 8), (3, -6, -8), (3, -8, 6), (3, -8, -6), (3, -10, 0), (0, 10, 3), (0, 10, -3), (0, 3, 10), (0, 3, -10), (0, -3, 10), (0, -3, -10), (0, -10, 3), (0, -10, -3), (-3, 10, 0), (-3, 8, 6), (-3, 8, -6), (-3, 6, 8), (-3, 6, -8), (-3, 0, 10), (-3, 0, -10), (-3, -6, 8), (-3, -6, -8), (-3, -8, 6), (-3, -8, -6), (-3, -10, 0), (-6, 8, 3), (-6, 8, -3), (-6, 3, 8), (-6, 3, -8), (-6, -3, 8), (-6, -3, -8), (-6, -8, 3), (-6, -8, -3), (-8, 6, 3), (-8, 6, -3), (-8, 3, 6), (-8, 3, -6), (-8, -3, 6), (-8, -3, -6), (-8, -6, 3), (-8, -6, -3), (-10, 3, 0), (-10, 0, 3), (-10, 0, -3), (-10, -3, 0)]",0.9578262852211513
93,108.20114782205263,144.0,"[(5, 2, 9), (2, 5, 9), (-2, -5, -9), (-5, -2, -9), (10, 3, 1), (10, 3, -1), (10, 1, 3), (10, 1, -3), (10, -1, 3), (10, -1, -3), (10, -3, 1), (10, -3, -1), (9, 5, 2), (9, 5, -2), (9, 2, 5), (9, 2, -5), (9, -2, 5), (9, -2, -5), (9, -5, 2), (9, -5, -2), (7, 6, 5), (7, 6, -5), (7, 5, 6), (7, 5, -6), (7, -5, 6), (7, -5, -6), (7, -6, 5), (7, -6, -5), (6, 7, 5), (6, 7, -5), (6, 5, 7), (6, 5, -7), (6, -5, 7), (6, -5, -7), (6, -7, 5), (6, -7, -5), (5, 9, 2), (5, 9, -2), (5, 7, 6), (5, 7, -6), (5, 6, 7), (5, 6, -7), (5, 2, -9), (5, -2, 9), (5, -2, -9), (5, -6, 7), (5, -6, -7), (5, -7, 6), (5, -7, -6), (5, -9, 2), (5, -9, -2), (3, 10, 1), (3, 10, -1), (3, 1, 10), (3, 1, -10), (3, -1, 10), (3, -1, -10), (3, -10, 1), (3, -10, -1), (2, 9, 5), (2, 9, -5), (2, 5, -9), (2, -5, 9), (2, -5, -9), (2, -9, 5), (2, -9, -5), (1, 10, 3), (1, 10, -3), (1, 3, 10), (1, 3, -10), (1, -3, 10), (1, -3, -10), (1, -10, 3), (1, -10, -3), (-1, 10, 3), (-1, 10, -3), (-1, 3, 10), (-1, 3, -10), (-1, -3, 10), (-1, -3, -10), (-1, -10, 3), (-1, -10, -3), (-2, 9, 5), (-2, 9, -5), (-2, 5, 9), (-2, 5, -9), (-2, -5, 9), (-2, -9, 5), (-2, -9, -5), (-3, 10, 1), (-3, 10, -1), (-3, 1, 10), (-3, 1, -10), (-3, -1, 10), (-3, -1, -10), (-3, -10, 1), (-3, -10, -1), (-5, 9, 2), (-5, 9, -2), (-5, 7, 6), (-5, 7, -6), (-5, 6, 7), (-5, 6, -7), (-5, 2, 9), (-5, 2, -9), (-5, -2, 9), (-5, -6, 7), (-5, -6, -7), (-5, -7, 6), (-5, -7, -6), (-5, -9, 2), (-5, -9, -2), (-6, 7, 5), (-6, 7, -5), (-6, 5, 7), (-6, 5, -7), (-6, -5, 7), (-6, -5, -7), (-6, -7, 5), (-6, -7, -5), (-7, 6, 5), (-7, 6, -5), (-7, 5, 6), (-7, 5, -6), (-7, -5, 6), (-7, -5, -6), (-7, -6, 5), (-7, -6, -5), (-9, 5, 2), (-9, 5, -2), (-9, 2, 5), (-9, 2, -5), (-9, -2, 5), (-9, -2, -5), (-9, -5, 2), (-9, -5, -2), (-10, 3, 1), (-10, 3, -1), (-10, 1, 3), (-10, 1, -3), (-10, -1, 3), (-10, -1, -3), (-10, -3, 1), (-10, -3, -1)]",0.9534625892455925
